10022128	1999
10022513	1999
10022519	1999
10022610	1999
10022617	1999
10022815	1999
10022869	1999
10022878	1999
10022897	1999
10022915	1999
10022926	1999
10022928	1999
10023068	1999
10023442	1998
10023668	1999
10023675	1999
10023677	1999
10023678	1999
10023683	1999
10023684	1999
10023689	1999
10026114	1999
10026134	1999
10026135	1999
10026208	1999
10026211	1999
10026303	1999
10027409	1999
10027904	1999
10029071	1999
10029085	1999
10029406	1999
10029407	1999
10030670	1998
10030686	1998
10037172	1999
10037443	1999
10037683	1999
10037687	1999
10037697	1999
10037704	1999
10037736	1999
10037739	1999
10037744	1999
10037767	1999
10037779	1999
10047468	1999
10048449	1999
10048763	1999
10049353	1999
10049733	1999
10050039	1999
10050043	1999
10050673	1999
10050749	1999
10051455	1999
10051488	1999
10051498	1999
10051504	1999
10051545	1999
10051609	1999
10051657	1999
10064132	1999
10064599	1999
10064602	1999
10064725	1999
10065155	1999
10066420	1999
10066431	1999
10066455	1999
10066764	1999
10066785	1999
10066798	1999
10067851	1999
10067858	1999
10067870	1999
10067876	1999
10068462	1999
10068671	1999
10069428	1999
10070035	1999
10070050	1999
10070102	1999
10072067	1999
10072388	1999
10072445	1999
10072525	1999
10073575	1999
10073576	1999
10073956	1999
10074115	1999
10074148	1999
10075021	1999
10075645	1999
10075666	1999
10075669	1999
10075672	1999
10075714	1999
10075717	1999
10075728	1999
10075839	1999
10075858	1999
10075983	1999
10075997	1999
10076050	1999
10076997	1999
10076999	1999
10077005	1999
10077646	1999
10078202	1999
10079054	1999
10079079	1999
10079106	1999
10079137	1999
10079272	1999
10079519	1999
10080184	1999
10080530	1999
10080875	1999
10080908	1999
10080939	1999
10080941	1999
10080955	1999
10082121	1999
10082137	1999
10082513	1999
10082515	1999
10082522	1999
10082523	1999
10082525	1999
10082528	1999
10082530	1999
10082535	1999
10082538	1999
10082539	1999
10082549	1999
10082553	1999
10082575	1999
10082588	1999
10085083	1999
10085088	1999
10085109	1999
10085123	1999
10085153	1999
10085160	1999
10085234	1999
10085237	1999
10085241	1999
10086334	1999
10086338	1999
10088730	1999
10090146	1999
10090177	1999
10090829	1999
10091149	1998
10092076	1999
10092086	1999
10092306	1999
10092507	1999
10092525	1999
10092610	1999
10092624	1999
10092656	1999
10092659	1999
10092852	1999
10094469	1999
10094478	1999
10094824	1999
10094831	1999
10094833	1999
10095097	1999
10097112	1999
10097133	1999
10097150	1999
10097151	1999
10098492	1999
10098505	1999
10098601	1999
10098607	1999
10098836	1999
10098882	1999
10100620	1999
10101232	1999
10101294	1999
10101797	1998
10101800	1998
10102273	1999
10102579	1999
10102635	1999
10102704	1999
10103003	1999
10187827	1999
10187857	1999
10189354	1999
10189357	1999
10190548	1999
10191196	1999
10191264	1999
10194443	1999
10194763	1999
10194766	1999
10194767	1999
10194769	1999
10196143	1999
10196169	1999
10196209	1999
10196247	1999
10196318	1999
10197586	1999
10197620	1999
10197763	1999
10198243	1999
10198359	1999
10198420	1999
10198916	1999
10199558	1999
10200270	1999
10200320	1999
10200487	1998
10200596	1999
10201372	1999
10201927	1999
10201928	1999
10201951	1999
10202009	1999
10202011	1999
10202014	1999
10202034	1999
10202038	1999
10202154	1999
10205150	1999
10205173	1999
10206277	1999
10206347	1999
10206959	1999
10206979	1999
10206983	1999
10207030	1999
10207037	1999
10207038	1999
10207051	1999
10207073	1999
10207076	1999
10207080	1999
10207088	1999
10207097	1999
10207098	1999
10207112	1999
10208414	1999
10208422	1999
10208431	1999
10208868	1999
10208876	1999
10209256	1999
10210266	1999
10210773	1999
10211966	1999
10211993	1999
10212208	1999
10212217	1999
10212267	1999
10212268	1999
10212281	1999
10212284	1999
10213232	1999
10214938	1999
10215616	1999
10215617	1999
10215629	1999
10216071	1999
10216081	1999
10216227	1999
10216289	1999
10218478	1999
10218647	1999
10218980	1999
10219080	1999
10220381	1999
10221648	1999
10221658	1999
10221773	1999
10222142	1999
10222333	1999
10223185	1999
10224043	1999
10224053	1999
10224054	1999
10224085	1999
10224118	1999
10224145	1999
10224156	1999
10224353	1999
10224669	1999
10226077	1999
10226093	1999
10227167	1999
10227387	1999
10227974	1999
10228009	1999
10228559	1999
10229202	1999
10229837	1999
10229861	1999
10229863	1999
10231376	1999
10231433	1999
10231566	1999
10233872	1999
10233875	1999
10233885	1999
10233889	1999
10233904	1999
10318795	1999
10318823	1999
10318839	1999
10318842	1999
10318878	1999
10318916	1999
10319322	1999
10319323	1999
10319324	1999
10319325	1999
10319327	1999
10319811	1999
10319868	1999
10319992	1999
10320367	1999
10320524	1999
10321737	1999
10321740	1999
10321829	1999
10321841	1999
10321980	1999
10325245	1999
10325246	1999
10325498	1999
10326868	1999
10327050	1999
10327051	1999
10328528	1999
10328874	1999
10329043	1999
10329190	1999
